Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Gene Identifier],Comment [Gene Symbol],Comment [Protein Name],Comment [UniProt ID],Primary Antibody Identifier,Comment [Primary Antibody],Experimental Condition [Secondary Antibody],Secondary Antibody Identifier,Source Name,Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels
A375_EIF4G1,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_EIF4G1_01,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr.zip,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_N4BP2,HEK_3_N4BP2_Z-stack_HF_02_2024-03-06_YunHao_20.04.36.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_N4BP2_02,HEK_3_N4BP2_Z-stack_HF_02_2024-03-06_YunHao_20.04.36.zarr.zip,HEK_3_N4BP2_Z-stack_HF_02_2024-03-06_YunHao_20.04.36.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_N4BP2,HEK_3_N4BP2_Z-stack_HF_03_2024-03-06_YunHao_20.03.05.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_N4BP2_03,HEK_3_N4BP2_Z-stack_HF_03_2024-03-06_YunHao_20.03.05.zarr.zip,HEK_3_N4BP2_Z-stack_HF_03_2024-03-06_YunHao_20.03.05.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_N4BP2,HEK_3_N4BP2_Z-stack_HF_04_2024-03-06_YunHao_20.01.26.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_N4BP2_04,HEK_3_N4BP2_Z-stack_HF_04_2024-03-06_YunHao_20.01.26.zarr.zip,HEK_3_N4BP2_Z-stack_HF_04_2024-03-06_YunHao_20.01.26.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_N4BP2,HEK_3_N4BP2_Z-stack_HF_05_2024-03-06_YunHao_19.59.21.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_N4BP2_05,HEK_3_N4BP2_Z-stack_HF_05_2024-03-06_YunHao_19.59.21.zarr.zip,HEK_3_N4BP2_Z-stack_HF_05_2024-03-06_YunHao_19.59.21.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_N4BP2,HEK_3_N4BP2_Z-stack_HF_06_2024-03-06_YunHao_19.58.13.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_N4BP2_06,HEK_3_N4BP2_Z-stack_HF_06_2024-03-06_YunHao_19.58.13.zarr.zip,HEK_3_N4BP2_Z-stack_HF_06_2024-03-06_YunHao_19.58.13.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_CHID1,HEK_4_CHID1_Z-stack_HF_01_2024-03-06_YunHao_21.45.04.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_CHID1_01,HEK_4_CHID1_Z-stack_HF_01_2024-03-06_YunHao_21.45.04.zarr.zip,HEK_4_CHID1_Z-stack_HF_01_2024-03-06_YunHao_21.45.04.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_CHID1,HEK_4_CHID1_Z-stack_HF_02_2024-03-06_YunHao_21.46.35.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_CHID1_02,HEK_4_CHID1_Z-stack_HF_02_2024-03-06_YunHao_21.46.35.zarr.zip,HEK_4_CHID1_Z-stack_HF_02_2024-03-06_YunHao_21.46.35.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_CHID1,HEK_4_CHID1_Z-stack_HF_03_2024-03-06_YunHao_21.48.20.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_CHID1_03,HEK_4_CHID1_Z-stack_HF_03_2024-03-06_YunHao_21.48.20.zarr.zip,HEK_4_CHID1_Z-stack_HF_03_2024-03-06_YunHao_21.48.20.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_CHID1,HEK_4_CHID1_Z-stack_HF_04_2024-03-06_YunHao_21.51.50.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_CHID1_04,HEK_4_CHID1_Z-stack_HF_04_2024-03-06_YunHao_21.51.50.zarr.zip,HEK_4_CHID1_Z-stack_HF_04_2024-03-06_YunHao_21.51.50.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_CHID1,HEK_4_CHID1_Z-stack_HF_05_2024-03-06_YunHao_21.53.50.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_CHID1_05,HEK_4_CHID1_Z-stack_HF_05_2024-03-06_YunHao_21.53.50.zarr.zip,HEK_4_CHID1_Z-stack_HF_05_2024-03-06_YunHao_21.53.50.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_CHID1,HEK_4_CHID1_Z-stack_HF_06_2024-03-06_YunHao_21.56.09.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_CHID1_06,HEK_4_CHID1_Z-stack_HF_06_2024-03-06_YunHao_21.56.09.zarr.zip,HEK_4_CHID1_Z-stack_HF_06_2024-03-06_YunHao_21.56.09.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_COPA,HEK_5_COPA_Z-stack_HF_01_2024-03-06_YunHao_22.10.34.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_COPA_01,HEK_5_COPA_Z-stack_HF_01_2024-03-06_YunHao_22.10.34.zarr.zip,HEK_5_COPA_Z-stack_HF_01_2024-03-06_YunHao_22.10.34.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_COPA,HEK_5_COPA_Z-stack_HF_02_2024-03-06_YunHao_22.08.43.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_COPA_02,HEK_5_COPA_Z-stack_HF_02_2024-03-06_YunHao_22.08.43.zarr.zip,HEK_5_COPA_Z-stack_HF_02_2024-03-06_YunHao_22.08.43.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_COPA,HEK_5_COPA_Z-stack_HF_03_2024-03-06_YunHao_22.07.06.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_COPA_03,HEK_5_COPA_Z-stack_HF_03_2024-03-06_YunHao_22.07.06.zarr.zip,HEK_5_COPA_Z-stack_HF_03_2024-03-06_YunHao_22.07.06.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_COPA,HEK_5_COPA_Z-stack_HF_04_2024-03-06_YunHao_22.05.34.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_COPA_04,HEK_5_COPA_Z-stack_HF_04_2024-03-06_YunHao_22.05.34.zarr.zip,HEK_5_COPA_Z-stack_HF_04_2024-03-06_YunHao_22.05.34.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_COPA,HEK_5_COPA_Z-stack_HF_05_2024-03-06_YunHao_22.02.26.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_COPA_05,HEK_5_COPA_Z-stack_HF_05_2024-03-06_YunHao_22.02.26.zarr.zip,HEK_5_COPA_Z-stack_HF_05_2024-03-06_YunHao_22.02.26.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_COPA,HEK_5_COPA_Z-stack_HF_06_2024-03-06_YunHao_21.59.15.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_COPA_06,HEK_5_COPA_Z-stack_HF_06_2024-03-06_YunHao_21.59.15.zarr.zip,HEK_5_COPA_Z-stack_HF_06_2024-03-06_YunHao_21.59.15.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_ATP13A5,HEK_6_ATP13A5_Z-stack_HF_01_2024-03-06_YunHao_23.50.50.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_ATP13A5_01,HEK_6_ATP13A5_Z-stack_HF_01_2024-03-06_YunHao_23.50.50.zarr.zip,HEK_6_ATP13A5_Z-stack_HF_01_2024-03-06_YunHao_23.50.50.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_ATP13A5,HEK_6_ATP13A5_Z-stack_HF_02_2024-03-06_YunHao_23.52.03.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_ATP13A5_02,HEK_6_ATP13A5_Z-stack_HF_02_2024-03-06_YunHao_23.52.03.zarr.zip,HEK_6_ATP13A5_Z-stack_HF_02_2024-03-06_YunHao_23.52.03.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_ATP13A5,HEK_6_ATP13A5_Z-stack_HF_03_2024-03-06_YunHao_23.53.26.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_ATP13A5_03,HEK_6_ATP13A5_Z-stack_HF_03_2024-03-06_YunHao_23.53.26.zarr.zip,HEK_6_ATP13A5_Z-stack_HF_03_2024-03-06_YunHao_23.53.26.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_ATP13A5,HEK_6_ATP13A5_Z-stack_HF_04_2024-03-06_YunHao_23.54.51.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_ATP13A5_04,HEK_6_ATP13A5_Z-stack_HF_04_2024-03-06_YunHao_23.54.51.zarr.zip,HEK_6_ATP13A5_Z-stack_HF_04_2024-03-06_YunHao_23.54.51.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_ATP13A5,HEK_6_ATP13A5_Z-stack_HF_05_2024-03-06_YunHao_23.56.21.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_ATP13A5_05,HEK_6_ATP13A5_Z-stack_HF_05_2024-03-06_YunHao_23.56.21.zarr.zip,HEK_6_ATP13A5_Z-stack_HF_05_2024-03-06_YunHao_23.56.21.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_ATP13A5,HEK_6_ATP13A5_Z-stack_HF_06_2024-03-06_YunHao_23.57.49.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_ATP13A5_06,HEK_6_ATP13A5_Z-stack_HF_06_2024-03-06_YunHao_23.57.49.zarr.zip,HEK_6_ATP13A5_Z-stack_HF_06_2024-03-06_YunHao_23.57.49.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_MESD,HEK_7_MESD_Z-stack_HF_01_2024-03-07_YunHao_00.03.42.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_MESD_01,HEK_7_MESD_Z-stack_HF_01_2024-03-07_YunHao_00.03.42.zarr.zip,HEK_7_MESD_Z-stack_HF_01_2024-03-07_YunHao_00.03.42.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_MESD,HEK_7_MESD_Z-stack_HF_02_2024-03-07_YunHao_00.04.50.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_MESD_02,HEK_7_MESD_Z-stack_HF_02_2024-03-07_YunHao_00.04.50.zarr.zip,HEK_7_MESD_Z-stack_HF_02_2024-03-07_YunHao_00.04.50.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_MESD,HEK_7_MESD_Z-stack_HF_03_2024-03-07_YunHao_00.06.20.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_MESD_03,HEK_7_MESD_Z-stack_HF_03_2024-03-07_YunHao_00.06.20.zarr.zip,HEK_7_MESD_Z-stack_HF_03_2024-03-07_YunHao_00.06.20.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_MESD,HEK_7_MESD_Z-stack_HF_04_2024-03-07_YunHao_00.07.39.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_MESD_04,HEK_7_MESD_Z-stack_HF_04_2024-03-07_YunHao_00.07.39.zarr.zip,HEK_7_MESD_Z-stack_HF_04_2024-03-07_YunHao_00.07.39.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_MESD,HEK_7_MESD_Z-stack_HF_05_2024-03-07_YunHao_00.09.38.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_MESD_05,HEK_7_MESD_Z-stack_HF_05_2024-03-07_YunHao_00.09.38.zarr.zip,HEK_7_MESD_Z-stack_HF_05_2024-03-07_YunHao_00.09.38.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_MESD,HEK_7_MESD_Z-stack_HF_06_2024-03-07_YunHao_00.12.00.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_MESD_06,HEK_7_MESD_Z-stack_HF_06_2024-03-07_YunHao_00.12.00.zarr.zip,HEK_7_MESD_Z-stack_HF_06_2024-03-07_YunHao_00.12.00.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_RBM23,HEK_8_RBM23_Z-stack_HF_01_2024-03-07_YunHao_01.49.03.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_RBM23_01,HEK_8_RBM23_Z-stack_HF_01_2024-03-07_YunHao_01.49.03.zarr.zip,HEK_8_RBM23_Z-stack_HF_01_2024-03-07_YunHao_01.49.03.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_RBM23,HEK_8_RBM23_Z-stack_HF_02_2024-03-07_YunHao_01.50.18.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_RBM23_02,HEK_8_RBM23_Z-stack_HF_02_2024-03-07_YunHao_01.50.18.zarr.zip,HEK_8_RBM23_Z-stack_HF_02_2024-03-07_YunHao_01.50.18.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_RBM23,HEK_8_RBM23_Z-stack_HF_03_2024-03-07_YunHao_01.51.56.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_RBM23_03,HEK_8_RBM23_Z-stack_HF_03_2024-03-07_YunHao_01.51.56.zarr.zip,HEK_8_RBM23_Z-stack_HF_03_2024-03-07_YunHao_01.51.56.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_RBM23,HEK_8_RBM23_Z-stack_HF_04_2024-03-07_YunHao_01.53.12.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_RBM23_04,HEK_8_RBM23_Z-stack_HF_04_2024-03-07_YunHao_01.53.12.zarr.zip,HEK_8_RBM23_Z-stack_HF_04_2024-03-07_YunHao_01.53.12.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_RBM23,HEK_8_RBM23_Z-stack_HF_05_2024-03-07_YunHao_01.54.28.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_RBM23_05,HEK_8_RBM23_Z-stack_HF_05_2024-03-07_YunHao_01.54.28.zarr.zip,HEK_8_RBM23_Z-stack_HF_05_2024-03-07_YunHao_01.54.28.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_RBM23,HEK_8_RBM23_Z-stack_HF_06_2024-03-07_YunHao_01.55.36.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_RBM23_06,HEK_8_RBM23_Z-stack_HF_06_2024-03-07_YunHao_01.55.36.zarr.zip,HEK_8_RBM23_Z-stack_HF_06_2024-03-07_YunHao_01.55.36.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_PSME3IP1,HEK_9_PSME3IP1_Z-stack_HF_01_2024-03-07_YunHao_02.00.44.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_PSME3IP1_01,HEK_9_PSME3IP1_Z-stack_HF_01_2024-03-07_YunHao_02.00.44.zarr.zip,HEK_9_PSME3IP1_Z-stack_HF_01_2024-03-07_YunHao_02.00.44.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_PSME3IP1,HEK_9_PSME3IP1_Z-stack_HF_02_2024-03-07_YunHao_02.02.03.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_PSME3IP1_02,HEK_9_PSME3IP1_Z-stack_HF_02_2024-03-07_YunHao_02.02.03.zarr.zip,HEK_9_PSME3IP1_Z-stack_HF_02_2024-03-07_YunHao_02.02.03.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_PSME3IP1,HEK_9_PSME3IP1_Z-stack_HF_03_2024-03-07_YunHao_02.03.32.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_PSME3IP1_03,HEK_9_PSME3IP1_Z-stack_HF_03_2024-03-07_YunHao_02.03.32.zarr.zip,HEK_9_PSME3IP1_Z-stack_HF_03_2024-03-07_YunHao_02.03.32.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_PSME3IP1,HEK_9_PSME3IP1_Z-stack_HF_04_2024-03-07_YunHao_02.05.12.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_PSME3IP1_04,HEK_9_PSME3IP1_Z-stack_HF_04_2024-03-07_YunHao_02.05.12.zarr.zip,HEK_9_PSME3IP1_Z-stack_HF_04_2024-03-07_YunHao_02.05.12.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_PSME3IP1,HEK_9_PSME3IP1_Z-stack_HF_05_2024-03-07_YunHao_02.06.32.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_PSME3IP1_05,HEK_9_PSME3IP1_Z-stack_HF_05_2024-03-07_YunHao_02.06.32.zarr.zip,HEK_9_PSME3IP1_Z-stack_HF_05_2024-03-07_YunHao_02.06.32.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_PSME3IP1,HEK_9_PSME3IP1_Z-stack_HF_06_2024-03-07_YunHao_02.07.43.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_PSME3IP1_06,HEK_9_PSME3IP1_Z-stack_HF_06_2024-03-07_YunHao_02.07.43.zarr.zip,HEK_9_PSME3IP1_Z-stack_HF_06_2024-03-07_YunHao_02.07.43.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
