Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Gene Identifier],Comment [Gene Symbol],Comment [Protein Name],Comment [UniProt ID],Primary Antibody Identifier,Comment [Primary Antibody],Experimental Condition [Secondary Antibody],Secondary Antibody Identifier,Source Name,Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels
A375_EIF4G1,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_EIF4G1_01,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr.zip,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_MESD,A375_7_MESD_Z-stack_HF_04_2024-03-07_YunHao_00.29.25.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_MESD_04,A375_7_MESD_Z-stack_HF_04_2024-03-07_YunHao_00.29.25.zarr.zip,A375_7_MESD_Z-stack_HF_04_2024-03-07_YunHao_00.29.25.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_MESD,A375_7_MESD_Z-stack_HF_05_2024-03-07_YunHao_00.30.32.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_MESD_05,A375_7_MESD_Z-stack_HF_05_2024-03-07_YunHao_00.30.32.zarr.zip,A375_7_MESD_Z-stack_HF_05_2024-03-07_YunHao_00.30.32.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_MESD,A375_7_MESD_Z-stack_HF_06_2024-03-07_YunHao_00.32.00.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_MESD_06,A375_7_MESD_Z-stack_HF_06_2024-03-07_YunHao_00.32.00.zarr.zip,A375_7_MESD_Z-stack_HF_06_2024-03-07_YunHao_00.32.00.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_RBM23,A375_8_RBM23_Z-stack_HF_01_2024-03-07_YunHao_01.29.06.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_RBM23_01,A375_8_RBM23_Z-stack_HF_01_2024-03-07_YunHao_01.29.06.zarr.zip,A375_8_RBM23_Z-stack_HF_01_2024-03-07_YunHao_01.29.06.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_RBM23,A375_8_RBM23_Z-stack_HF_02_2024-03-07_YunHao_01.32.31.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_RBM23_02,A375_8_RBM23_Z-stack_HF_02_2024-03-07_YunHao_01.32.31.zarr.zip,A375_8_RBM23_Z-stack_HF_02_2024-03-07_YunHao_01.32.31.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_RBM23,A375_8_RBM23_Z-stack_HF_03_2024-03-07_YunHao_01.34.03.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_RBM23_03,A375_8_RBM23_Z-stack_HF_03_2024-03-07_YunHao_01.34.03.zarr.zip,A375_8_RBM23_Z-stack_HF_03_2024-03-07_YunHao_01.34.03.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_RBM23,A375_8_RBM23_Z-stack_HF_04_2024-03-07_YunHao_01.35.10.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_RBM23_04,A375_8_RBM23_Z-stack_HF_04_2024-03-07_YunHao_01.35.10.zarr.zip,A375_8_RBM23_Z-stack_HF_04_2024-03-07_YunHao_01.35.10.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_RBM23,A375_8_RBM23_Z-stack_HF_05_2024-03-07_YunHao_01.38.07.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_RBM23_05,A375_8_RBM23_Z-stack_HF_05_2024-03-07_YunHao_01.38.07.zarr.zip,A375_8_RBM23_Z-stack_HF_05_2024-03-07_YunHao_01.38.07.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_RBM23,A375_8_RBM23_Z-stack_HF_06_2024-03-07_YunHao_01.39.22.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_RBM23_06,A375_8_RBM23_Z-stack_HF_06_2024-03-07_YunHao_01.39.22.zarr.zip,A375_8_RBM23_Z-stack_HF_06_2024-03-07_YunHao_01.39.22.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_PSME3IP1,A375_9_PSME3IP1_Z-stack_HF_01_2024-03-07_YunHao_02.21.50.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_PSME3IP1_01,A375_9_PSME3IP1_Z-stack_HF_01_2024-03-07_YunHao_02.21.50.zarr.zip,A375_9_PSME3IP1_Z-stack_HF_01_2024-03-07_YunHao_02.21.50.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_PSME3IP1,A375_9_PSME3IP1_Z-stack_HF_02_2024-03-07_YunHao_02.26.40.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_PSME3IP1_02,A375_9_PSME3IP1_Z-stack_HF_02_2024-03-07_YunHao_02.26.40.zarr.zip,A375_9_PSME3IP1_Z-stack_HF_02_2024-03-07_YunHao_02.26.40.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_PSME3IP1,A375_9_PSME3IP1_Z-stack_HF_03_2024-03-07_YunHao_02.28.09.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_PSME3IP1_03,A375_9_PSME3IP1_Z-stack_HF_03_2024-03-07_YunHao_02.28.09.zarr.zip,A375_9_PSME3IP1_Z-stack_HF_03_2024-03-07_YunHao_02.28.09.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_PSME3IP1,A375_9_PSME3IP1_Z-stack_HF_04_2024-03-07_YunHao_02.29.46.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_PSME3IP1_04,A375_9_PSME3IP1_Z-stack_HF_04_2024-03-07_YunHao_02.29.46.zarr.zip,A375_9_PSME3IP1_Z-stack_HF_04_2024-03-07_YunHao_02.29.46.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_PSME3IP1,A375_9_PSME3IP1_Z-stack_HF_05_2024-03-07_YunHao_02.30.58.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_PSME3IP1_05,A375_9_PSME3IP1_Z-stack_HF_05_2024-03-07_YunHao_02.30.58.zarr.zip,A375_9_PSME3IP1_Z-stack_HF_05_2024-03-07_YunHao_02.30.58.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
A375_PSME3IP1,A375_9_PSME3IP1_Z-stack_HF_06_2024-03-07_YunHao_02.32.44.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_PSME3IP1_06,A375_9_PSME3IP1_Z-stack_HF_06_2024-03-07_YunHao_02.32.44.zarr.zip,A375_9_PSME3IP1_Z-stack_HF_06_2024-03-07_YunHao_02.32.44.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_EIF4G1,GAMG_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.47.32.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_EIF4G1_01,GAMG_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.47.32.zarr.zip,GAMG_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.47.32.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_EIF4G1,GAMG_1_EIF4G1_Z-stack_HF_02_2024-03-06_YunHao_18.48.41.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_EIF4G1_02,GAMG_1_EIF4G1_Z-stack_HF_02_2024-03-06_YunHao_18.48.41.zarr.zip,GAMG_1_EIF4G1_Z-stack_HF_02_2024-03-06_YunHao_18.48.41.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_EIF4G1,GAMG_1_EIF4G1_Z-stack_HF_03_2024-03-06_YunHao_18.49.41.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_EIF4G1_03,GAMG_1_EIF4G1_Z-stack_HF_03_2024-03-06_YunHao_18.49.41.zarr.zip,GAMG_1_EIF4G1_Z-stack_HF_03_2024-03-06_YunHao_18.49.41.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_EIF4G1,GAMG_1_EIF4G1_Z-stack_HF_04_2024-03-06_YunHao_18.50.36.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_EIF4G1_04,GAMG_1_EIF4G1_Z-stack_HF_04_2024-03-06_YunHao_18.50.36.zarr.zip,GAMG_1_EIF4G1_Z-stack_HF_04_2024-03-06_YunHao_18.50.36.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_EIF4G1,GAMG_1_EIF4G1_Z-stack_HF_05_2024-03-06_YunHao_18.53.47.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_EIF4G1_05,GAMG_1_EIF4G1_Z-stack_HF_05_2024-03-06_YunHao_18.53.47.zarr.zip,GAMG_1_EIF4G1_Z-stack_HF_05_2024-03-06_YunHao_18.53.47.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_EIF4G1,GAMG_1_EIF4G1_Z-stack_HF_06_2024-03-06_YunHao_18.54.53.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_EIF4G1_06,GAMG_1_EIF4G1_Z-stack_HF_06_2024-03-06_YunHao_18.54.53.zarr.zip,GAMG_1_EIF4G1_Z-stack_HF_06_2024-03-06_YunHao_18.54.53.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_DDIT3,GAMG_2_DDIT3_Z-stack_HF_01_2024-03-06_YunHao_19.01.28.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_DDIT3_01,GAMG_2_DDIT3_Z-stack_HF_01_2024-03-06_YunHao_19.01.28.zarr.zip,GAMG_2_DDIT3_Z-stack_HF_01_2024-03-06_YunHao_19.01.28.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_DDIT3,GAMG_2_DDIT3_Z-stack_HF_02_2024-03-06_YunHao_19.02.37.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_DDIT3_02,GAMG_2_DDIT3_Z-stack_HF_02_2024-03-06_YunHao_19.02.37.zarr.zip,GAMG_2_DDIT3_Z-stack_HF_02_2024-03-06_YunHao_19.02.37.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_DDIT3,GAMG_2_DDIT3_Z-stack_HF_03_2024-03-06_YunHao_19.03.42.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_DDIT3_03,GAMG_2_DDIT3_Z-stack_HF_03_2024-03-06_YunHao_19.03.42.zarr.zip,GAMG_2_DDIT3_Z-stack_HF_03_2024-03-06_YunHao_19.03.42.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_DDIT3,GAMG_2_DDIT3_Z-stack_HF_04_2024-03-06_YunHao_19.05.28.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_DDIT3_04,GAMG_2_DDIT3_Z-stack_HF_04_2024-03-06_YunHao_19.05.28.zarr.zip,GAMG_2_DDIT3_Z-stack_HF_04_2024-03-06_YunHao_19.05.28.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_DDIT3,GAMG_2_DDIT3_Z-stack_HF_05_2024-03-06_YunHao_19.07.38.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_DDIT3_05,GAMG_2_DDIT3_Z-stack_HF_05_2024-03-06_YunHao_19.07.38.zarr.zip,GAMG_2_DDIT3_Z-stack_HF_05_2024-03-06_YunHao_19.07.38.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_DDIT3,GAMG_2_DDIT3_Z-stack_HF_06_2024-03-06_YunHao_19.08.53.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_DDIT3_06,GAMG_2_DDIT3_Z-stack_HF_06_2024-03-06_YunHao_19.08.53.zarr.zip,GAMG_2_DDIT3_Z-stack_HF_06_2024-03-06_YunHao_19.08.53.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_N4BP2,GAMG_3_N4BP2_Z-stack_HF_01_2024-03-06_YunHao_20.51.17.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_N4BP2_01,GAMG_3_N4BP2_Z-stack_HF_01_2024-03-06_YunHao_20.51.17.zarr.zip,GAMG_3_N4BP2_Z-stack_HF_01_2024-03-06_YunHao_20.51.17.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_N4BP2,GAMG_3_N4BP2_Z-stack_HF_02_2024-03-06_YunHao_20.48.51.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_N4BP2_02,GAMG_3_N4BP2_Z-stack_HF_02_2024-03-06_YunHao_20.48.51.zarr.zip,GAMG_3_N4BP2_Z-stack_HF_02_2024-03-06_YunHao_20.48.51.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_N4BP2,GAMG_3_N4BP2_Z-stack_HF_03_2024-03-06_YunHao_20.46.53.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_N4BP2_03,GAMG_3_N4BP2_Z-stack_HF_03_2024-03-06_YunHao_20.46.53.zarr.zip,GAMG_3_N4BP2_Z-stack_HF_03_2024-03-06_YunHao_20.46.53.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_N4BP2,GAMG_3_N4BP2_Z-stack_HF_04_2024-03-06_YunHao_20.45.38.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_N4BP2_04,GAMG_3_N4BP2_Z-stack_HF_04_2024-03-06_YunHao_20.45.38.zarr.zip,GAMG_3_N4BP2_Z-stack_HF_04_2024-03-06_YunHao_20.45.38.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_N4BP2,GAMG_3_N4BP2_Z-stack_HF_05_2024-03-06_YunHao_20.44.15.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_N4BP2_05,GAMG_3_N4BP2_Z-stack_HF_05_2024-03-06_YunHao_20.44.15.zarr.zip,GAMG_3_N4BP2_Z-stack_HF_05_2024-03-06_YunHao_20.44.15.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_N4BP2,GAMG_3_N4BP2_Z-stack_HF_06_2024-03-06_YunHao_20.43.14.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_N4BP2_06,GAMG_3_N4BP2_Z-stack_HF_06_2024-03-06_YunHao_20.43.14.zarr.zip,GAMG_3_N4BP2_Z-stack_HF_06_2024-03-06_YunHao_20.43.14.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_CHID1,GAMG_4_CHID1_Z-stack_HF_01_2024-03-06_YunHao_20.57.08.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_CHID1_01,GAMG_4_CHID1_Z-stack_HF_01_2024-03-06_YunHao_20.57.08.zarr.zip,GAMG_4_CHID1_Z-stack_HF_01_2024-03-06_YunHao_20.57.08.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_CHID1,GAMG_4_CHID1_Z-stack_HF_02_2024-03-06_YunHao_20.58.13.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_CHID1_02,GAMG_4_CHID1_Z-stack_HF_02_2024-03-06_YunHao_20.58.13.zarr.zip,GAMG_4_CHID1_Z-stack_HF_02_2024-03-06_YunHao_20.58.13.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_CHID1,GAMG_4_CHID1_Z-stack_HF_03_2024-03-06_YunHao_21.00.42.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_CHID1_03,GAMG_4_CHID1_Z-stack_HF_03_2024-03-06_YunHao_21.00.42.zarr.zip,GAMG_4_CHID1_Z-stack_HF_03_2024-03-06_YunHao_21.00.42.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_CHID1,GAMG_4_CHID1_Z-stack_HF_04_2024-03-06_YunHao_21.02.14.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_CHID1_04,GAMG_4_CHID1_Z-stack_HF_04_2024-03-06_YunHao_21.02.14.zarr.zip,GAMG_4_CHID1_Z-stack_HF_04_2024-03-06_YunHao_21.02.14.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_CHID1,GAMG_4_CHID1_Z-stack_HF_05_2024-03-06_YunHao_21.03.30.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_CHID1_05,GAMG_4_CHID1_Z-stack_HF_05_2024-03-06_YunHao_21.03.30.zarr.zip,GAMG_4_CHID1_Z-stack_HF_05_2024-03-06_YunHao_21.03.30.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_CHID1,GAMG_4_CHID1_Z-stack_HF_06_2024-03-06_YunHao_21.04.41.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_CHID1_06,GAMG_4_CHID1_Z-stack_HF_06_2024-03-06_YunHao_21.04.41.zarr.zip,GAMG_4_CHID1_Z-stack_HF_06_2024-03-06_YunHao_21.04.41.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_COPA,GAMG_5_COPA_Z-stack_HF_01_2024-03-06_YunHao_23.04.31.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_COPA_01,GAMG_5_COPA_Z-stack_HF_01_2024-03-06_YunHao_23.04.31.zarr.zip,GAMG_5_COPA_Z-stack_HF_01_2024-03-06_YunHao_23.04.31.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_COPA,GAMG_5_COPA_Z-stack_HF_02_2024-03-06_YunHao_23.03.00.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_COPA_02,GAMG_5_COPA_Z-stack_HF_02_2024-03-06_YunHao_23.03.00.zarr.zip,GAMG_5_COPA_Z-stack_HF_02_2024-03-06_YunHao_23.03.00.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
